CHK2,917879400,165.5629,177.3888,153.737,153.737,1300
CHK2,917965800,165.5629,177.3888,153.737,165.5629,2300
CHK2,918052200,165.5629,165.5629,153.737,165.5629,1500
CHK2,918138600,165.5629,165.5629,141.9111,153.737,3000
CHK2,918225000,153.737,153.737,141.9111,141.9111,6800
CHK2,918484200,153.737,153.737,141.9111,141.9111,1200
CHK2,918570600,141.9111,165.5629,141.9111,141.9111,1500
CHK2,918657000,153.737,165.5629,141.9111,153.737,1400
CHK2,918743400,153.737,165.5629,141.9111,153.737,1400
CHK2,918829800,153.737,153.737,141.9111,141.9111,1100
CHK2,919175400,153.737,153.737,141.9111,153.737,1100
CHK2,919261800,153.737,153.737,141.9111,141.9111,500
CHK2,919348200,141.9111,153.737,141.9111,153.737,700
CHK2,919434600,153.737,153.737,130.0851,141.9111,3600
CHK2,919693800,141.9111,141.9111,118.2592,141.9111,3900
CHK2,919780200,141.9111,141.9111,130.0851,141.9111,800
CHK2,919866600,141.9111,141.9111,130.0851,141.9111,800
CHK2,919953000,130.0851,141.9111,130.0851,141.9111,600
CHK2,920039400,141.9111,141.9111,130.0851,141.9111,600
CHK2,920298600,130.0851,141.9111,130.0851,141.9111,700
CHK2,920385000,141.9111,153.737,130.0851,141.9111,1000
CHK2,920471400,141.9111,153.737,130.0851,153.737,700
CHK2,920557800,153.737,165.5629,141.9111,165.5629,1600
CHK2,920644200,165.5629,177.3888,153.737,177.3888,3300
CHK2,920903400,189.2148,224.6925,189.2148,224.6925,8600
CHK2,920989800,224.6925,224.6925,201.0407,201.0407,5000
CHK2,921076200,212.8666,224.6925,201.0407,224.6925,4300
CHK2,921162600,224.6925,248.3444,224.6925,236.5184,6600
CHK2,921249000,236.5184,236.5184,224.6925,236.5184,3300
CHK2,921508200,236.5184,236.5184,224.6925,236.5184,3200
CHK2,921594600,236.5184,236.5184,224.6925,236.5184,2800
CHK2,921681000,224.6925,224.6925,212.8666,212.8666,1100
CHK2,921767400,212.8666,236.5184,212.8666,212.8666,3000
CHK2,921853800,212.8666,248.3444,212.8666,248.3444,6000
CHK2,922113000,248.3444,271.9962,248.3444,271.9962,5000
CHK2,922199400,271.9962,271.9962,248.3444,260.1703,2800
CHK2,922285800,260.1703,271.9962,248.3444,248.3444,1000
CHK2,922372200,248.3444,271.9962,248.3444,260.1703,1600
CHK2,922458600,260.1703,271.9962,260.1703,271.9962,3100
CHK2,922717800,271.9962,271.9962,260.1703,260.1703,2400
CHK2,922804200,271.9962,283.8221,260.1703,260.1703,1500
CHK2,922890600,271.9962,271.9962,260.1703,260.1703,800
CHK2,922977000,271.9962,271.9962,260.1703,260.1703,1700
CHK2,923319000,271.9962,271.9962,260.1703,271.9962,1000
CHK2,923405400,260.1703,271.9962,248.3444,260.1703,3100
CHK2,923491800,260.1703,271.9962,260.1703,260.1703,2500
CHK2,923578200,260.1703,271.9962,260.1703,271.9962,2300
CHK2,923664600,260.1703,271.9962,260.1703,271.9962,1200
CHK2,923923800,271.9962,271.9962,260.1703,260.1703,1400
CHK2,924010200,260.1703,271.9962,260.1703,271.9962,1500
CHK2,924096600,271.9962,283.8221,248.3444,283.8221,2000
CHK2,924183000,271.9962,283.8221,271.9962,283.8221,2900
CHK2,924269400,283.8221,366.6036,283.8221,366.6036,5800
CHK2,924528600,378.4295,378.4295,331.1258,354.7777,5800
CHK2,924615000,354.7777,354.7777,307.474,319.2999,2500
CHK2,924701400,319.2999,331.1258,319.2999,331.1258,2400
CHK2,924787800,331.1258,342.9518,307.474,331.1258,2200
CHK2,924874200,331.1258,342.9518,319.2999,331.1258,1900
CHK2,925133400,342.9518,342.9518,331.1258,331.1258,1800
CHK2,925219800,331.1258,378.4295,331.1258,378.4295,4000
CHK2,925306200,378.4295,402.0814,366.6036,390.2554,5200
CHK2,925392600,402.0814,461.211,390.2554,425.7332,9700
CHK2,925479000,437.5591,461.211,425.7332,437.5591,7200
CHK2,925738200,449.385,461.211,437.5591,437.5591,3800
CHK2,925824600,449.385,461.211,437.5591,437.5591,3100
CHK2,925911000,425.7332,437.5591,354.7777,413.9073,5200
CHK2,925997400,413.9073,425.7332,390.2554,402.0814,1700
CHK2,926083800,390.2554,390.2554,354.7777,378.4295,2100
CHK2,926343000,378.4295,378.4295,354.7777,366.6036,1300
CHK2,926429400,354.7777,354.7777,331.1258,342.9518,2000
CHK2,926515800,331.1258,331.1258,307.474,319.2999,2900
CHK2,926602200,319.2999,354.7777,319.2999,342.9518,1400
CHK2,926688600,342.9518,354.7777,319.2999,354.7777,1200
CHK2,926947800,342.9518,354.7777,331.1258,354.7777,1300
CHK2,927034200,354.7777,354.7777,342.9518,354.7777,700
CHK2,927120600,354.7777,390.2554,331.1258,378.4295,3200
CHK2,927207000,390.2554,437.5591,378.4295,425.7332,3700
CHK2,927293400,425.7332,425.7332,402.0814,413.9073,4800
CHK2,927552600,413.9073,413.9073,402.0814,413.9073,1500
CHK2,927639000,413.9073,425.7332,390.2554,402.0814,2100
CHK2,927725400,402.0814,413.9073,366.6036,378.4295,3800
CHK2,927811800,378.4295,413.9073,366.6036,402.0814,1700
CHK2,927898200,402.0814,413.9073,390.2554,402.0814,1900
CHK2,928243800,390.2554,413.9073,390.2554,413.9073,1200
CHK2,928330200,413.9073,413.9073,402.0814,413.9073,1600
CHK2,928416600,413.9073,425.7332,402.0814,425.7332,1100
CHK2,928503000,425.7332,425.7332,402.0814,425.7332,1000
CHK2,928762200,413.9073,437.5591,413.9073,437.5591,4100
CHK2,928848600,425.7332,437.5591,425.7332,425.7332,1000
CHK2,928935000,425.7332,425.7332,413.9073,425.7332,500
CHK2,929021400,413.9073,425.7332,402.0814,413.9073,500
CHK2,929107800,413.9073,413.9073,390.2554,402.0814,900
CHK2,929367000,402.0814,413.9073,402.0814,413.9073,1300
CHK2,929453400,413.9073,413.9073,390.2554,413.9073,2100
CHK2,929539800,413.9073,437.5591,413.9073,413.9073,3600
CHK2,929626200,413.9073,425.7332,413.9073,425.7332,1200
CHK2,929712600,425.7332,425.7332,413.9073,425.7332,800
CHK2,929971800,413.9073,413.9073,402.0814,402.0814,700
CHK2,930058200,402.0814,402.0814,378.4295,390.2554,1300
CHK2,930144600,390.2554,449.385,390.2554,425.7332,3300
CHK2,930231000,425.7332,461.211,425.7332,461.211,2900
CHK2,930317400,461.211,508.5147,461.211,484.8628,5800
CHK2,930576600,484.8628,496.6888,473.0369,473.0369,1000
CHK2,930663000,473.0369,520.3406,461.211,508.5147,2900
CHK2,930749400,508.5147,555.8184,496.6888,555.8184,3700
CHK2,930835800,555.8184,603.1221,543.9924,567.6443,6000
CHK2,930922200,579.4702,603.1221,579.4702,603.1221,2500
CHK2,931267800,614.9479,638.5998,579.4702,579.4702,4300
CHK2,931354200,591.2961,626.7739,591.2961,626.7739,3900
CHK2,931440600,626.7739,674.0776,614.9479,662.2516,3700
CHK2,931527000,674.0776,697.7294,662.2516,685.9035,4200
CHK2,931786200,685.9035,685.9035,674.0776,685.9035,1300
CHK2,931872600,685.9035,685.9035,662.2516,662.2516,1900
CHK2,931959000,662.2516,662.2516,579.4702,603.1221,6700
CHK2,932045400,591.2961,614.9479,591.2961,614.9479,900
CHK2,932131800,603.1221,614.9479,591.2961,603.1221,900
CHK2,932391000,603.1221,614.9479,591.2961,591.2961,1400
CHK2,932477400,579.4702,579.4702,520.3406,543.9924,3000
CHK2,932563800,532.1665,543.9924,532.1665,543.9924,1400
CHK2,932650200,543.9924,543.9924,520.3406,543.9924,1000
CHK2,932736600,532.1665,603.1221,520.3406,603.1221,1800
CHK2,932995800,603.1221,626.7739,579.4702,626.7739,1800
CHK2,933082200,650.4257,662.2516,614.9479,638.5998,3100
CHK2,933168600,626.7739,650.4257,626.7739,650.4257,2300
CHK2,933255000,685.9035,756.859,685.9035,745.0331,15300
CHK2,933341400,745.0331,780.5109,685.9035,721.3813,8900
CHK2,933600600,697.7294,733.2072,650.4257,662.2516,4600
CHK2,933687000,650.4257,662.2516,603.1221,614.9479,2800
CHK2,933773400,614.9479,697.7294,614.9479,674.0776,3100
CHK2,933859800,685.9035,709.5554,662.2516,674.0776,1800
CHK2,933946200,662.2516,685.9035,662.2516,674.0776,1000
CHK2,934205400,674.0776,709.5554,674.0776,709.5554,2100
CHK2,934291800,721.3813,733.2072,662.2516,685.9035,2700
CHK2,934378200,697.7294,709.5554,685.9035,697.7294,2300
CHK2,934464600,685.9035,709.5554,685.9035,685.9035,1100
CHK2,934551000,685.9035,721.3813,685.9035,697.7294,1700
CHK2,934810200,709.5554,721.3813,697.7294,709.5554,1000
CHK2,934896600,721.3813,733.2072,697.7294,709.5554,1200
CHK2,934983000,709.5554,709.5554,662.2516,685.9035,2500
CHK2,935069400,674.0776,697.7294,662.2516,685.9035,2600
CHK2,935155800,685.9035,685.9035,650.4257,662.2516,1800
CHK2,935415000,662.2516,721.3813,662.2516,709.5554,3800
CHK2,935501400,709.5554,721.3813,674.0776,685.9035,2600
CHK2,935587800,685.9035,697.7294,650.4257,662.2516,3800
CHK2,935674200,662.2516,662.2516,567.6443,591.2961,5900
