KO,587050200,2.3906,2.4219,2.3906,2.3906,5.912e+06
KO,587136600,2.3906,2.3984,2.3438,2.3594,9.2496e+06
KO,587223000,2.3594,2.3594,2.3125,2.3359,1.04624e+07
KO,587309400,2.3359,2.3359,2.3125,2.3359,1.43696e+07
KO,587395800,2.3359,2.3438,2.3203,2.3438,7.8224e+06
KO,587655000,2.3438,2.3594,2.3203,2.3203,6.5328e+06
KO,587741400,2.3203,2.4141,2.3203,2.375,1.16048e+07
KO,587827800,2.375,2.4297,2.3672,2.4062,8.3856e+06
KO,587914200,2.4062,2.4531,2.4062,2.4219,9.6608e+06
KO,588000600,2.4219,2.4375,2.4141,2.4219,1.328e+07
KO,588259800,2.4219,2.4297,2.4062,2.4062,9.8752e+06
KO,588346200,2.4219,2.4531,2.4219,2.4453,2.08704e+07
KO,588432600,2.4453,2.4609,2.4297,2.4531,1.53424e+07
KO,588519000,2.4531,2.4531,2.4219,2.4453,1.04752e+07
KO,588605400,2.4453,2.4844,2.4375,2.4844,1.41056e+07
KO,588864600,2.4844,2.5234,2.4766,2.5156,3.46144e+07
KO,588951000,2.5156,2.5234,2.4922,2.5156,8.9632e+06
KO,589037400,2.5156,2.5391,2.5,2.5,1.35072e+07
KO,589123800,2.4922,2.4922,2.4609,2.4688,1.24208e+07
KO,589210200,2.4844,2.5703,2.4844,2.5625,1.75792e+07
KO,589555800,2.5625,2.6016,2.5625,2.5859,1.45056e+07
KO,589642200,2.5859,2.6094,2.5703,2.6016,1.32064e+07
KO,589728600,2.6016,2.6484,2.5938,2.625,1.6976e+07
KO,589815000,2.625,2.625,2.5703,2.6172,1.91856e+07
KO,590074200,2.6172,2.6406,2.6094,2.625,1.5912e+07
KO,590160600,2.625,2.6328,2.5859,2.6328,1.1104e+07
KO,590247000,2.6328,2.6797,2.625,2.6328,1.90464e+07
KO,590333400,2.6328,2.6406,2.6172,2.6328,1.05952e+07
KO,590419800,2.6328,2.6797,2.6172,2.6719,2.19488e+07
KO,590679000,2.6641,2.6641,2.625,2.6406,4.968e+06
KO,590765400,2.6406,2.6484,2.625,2.6484,4.696e+06
KO,590851800,2.6484,2.6875,2.6484,2.6875,5.3072e+06
KO,590938200,2.6875,2.7109,2.6406,2.6562,1.088e+07
KO,591024600,2.6562,2.7188,2.6406,2.7188,8.5728e+06
KO,591283800,2.7109,2.7109,2.6797,2.6953,5.6496e+06
KO,591370200,2.6953,2.6953,2.6562,2.6875,5.7696e+06
KO,591456600,2.6875,2.7031,2.6641,2.7031,7.5616e+06
KO,591543000,2.7031,2.7734,2.6953,2.7578,1.81008e+07
KO,591629400,2.7578,2.7734,2.7188,2.7344,1.84624e+07
KO,591888600,2.7188,2.7188,2.6641,2.6953,1.61392e+07
KO,591975000,2.6953,2.6953,2.6562,2.6719,9.232e+06
KO,592061400,2.6719,2.6953,2.6641,2.6719,6.1904e+06
KO,592147800,2.6719,2.7188,2.6484,2.6484,6.6944e+06
KO,592234200,2.6641,2.7422,2.6641,2.7344,1.76144e+07
KO,592493400,2.7266,2.7266,2.6875,2.7031,5.3648e+06
KO,592579800,2.7031,2.7031,2.6641,2.7031,8.9488e+06
KO,592666200,2.6797,2.6797,2.6328,2.6562,8.064e+06
KO,592752600,2.6562,2.6719,2.6406,2.6562,4.44e+06
KO,592839000,2.6562,2.7031,2.625,2.6484,6.7968e+06
KO,593098200,2.6484,2.6641,2.6328,2.6406,6.576e+06
KO,593184600,2.6406,2.6797,2.6406,2.6719,7.4672e+06
KO,593271000,2.6719,2.7031,2.6094,2.6484,1.1712e+07
KO,593357400,2.6484,2.7656,2.6406,2.75,1.69552e+07
KO,593443800,2.75,2.7734,2.7188,2.7656,1.82752e+07
KO,593703000,2.7656,2.7734,2.7266,2.75,9.8928e+06
KO,593789400,2.75,2.7812,2.75,2.7812,1.90304e+07
KO,593875800,2.7734,2.7734,2.7266,2.7344,1.03696e+07
KO,593962200,2.7266,2.7266,2.6641,2.6797,1.3344e+07
KO,594048600,2.6797,2.6953,2.6719,2.6797,6.1488e+06
KO,594311400,2.6797,2.7109,2.6719,2.6953,5.784e+06
KO,594397800,2.6953,2.7188,2.6953,2.7188,6.8704e+06
KO,594484200,2.7188,2.7422,2.7109,2.7422,8.888e+06
KO,594570600,2.7422,2.7422,2.7188,2.7266,4.4768e+06
KO,594657000,2.7266,2.7344,2.6953,2.7031,5.9824e+06
KO,594916200,2.7031,2.7031,2.6562,2.6562,1.07456e+07
KO,595002600,2.6641,2.6953,2.6641,2.6719,5.9072e+06
KO,595089000,2.6719,2.6719,2.625,2.6406,1.00032e+07
KO,595175400,2.6406,2.6641,2.6406,2.6406,5.0912e+06
KO,595261800,2.6328,2.6328,2.5625,2.6016,1.16816e+07
KO,595521000,2.6016,2.6172,2.5625,2.6016,8.328e+06
KO,595607400,2.6016,2.6484,2.6016,2.6406,6.624e+06
KO,595693800,2.6406,2.6406,2.5547,2.5859,1.03056e+07
KO,595780200,2.5938,2.625,2.5938,2.5938,8.2976e+06
